Genes	N5CA1	N5CA2	N5CA3	N5CA4	V1	V2	V3	V4	N5FL1	N5FL2	N5FL3	N5FL4
Dbr1	28925.4	30347.3	22568.2	24016.9	22679.1	22823.9	25586.8	20957.4	18491.7	24564.7	22602.3	25598.4
Dbt	116421	130152	132553	130998	115570	138470	131087	133287	150980	152339	143942	155905
Dcaf1	24029.5	20847	18224.8	20413.4	18547.9	19200.8	17302.7	19305.9	16705.3	18711	22378.8	22710.2
Dcaf13	49677	45008.3	52692.1	50080.5	34149.4	39067.8	39100.5	39172	39356.2	42937.2	41793	46210.4
Dcaf5	61972.4	65606.5	62655.6	62235.1	62616.6	72704.2	78199	68741.4	70944.7	62549.3	65324	73760.6
Dcaf7	89010.6	99387.6	100412	93960.2	92696.4	103057	109984	106948	82846.1	78988.1	82749.8	86017.7
Dcaf8	93512.1	79764.4	96087.8	100783	80137.7	92745.3	86302.7	92951.1	115981	118797	116753	119534
Dcakd	61301.2	53567.9	53702.1	51191.6	52805.8	50726.5	48806.7	36186	48262.8	51011	60445.2	64359.4
Dcbld2	10869.5	9457.84	11339.1	7956.52	11393.5	13382.3	15647.2	17487.2	2606.8	4793.42	6392	7989.15
Dck	38075.6	42491.9	40594	41279.2	50464.6	59202.4	50920.9	50775.7	34440	42676.9	38585.4	35916.6
Dclk1	154733	167887	172665	158019	111412	113250	108925	123183	159365	154142	151752	152593
Dclk1;Dclk2	15687.3	18011.9	21865	22008.3	15207.3	12306.9	14288.8	15416.2	13618.5	18846.7	18860	20999.6
Dclk1;Dcx	28726	29605.9	28526.1	24773.9	14204.2	18295.9	23414.4	28048.8	23745.1	24693.9	25366.3	29334.4
Dclk2	13717.5	11977.8	10833.8	9283.61	4739.58	9753.87	12301.5	10373.3	11665	11615.7	11256.1	11163.8
Dcp1a	26841	26284.1	30431	30419.4	25965.2	28323.6	24976.9	26135.6	28993.5	31637.3	31519.1	30174.5
Dcp1b	3473.24	6054.85	1266.73	5678.5		4236.71	4588.83	5160.6	5089.78	6833.96	5369.23	6130.54
Dcp2	5659.62	4855.16	5343.31	2575.16	4961.64	3616.58	4641.33	3560.69	3644.83	2126.99	3925.56	4890.9
Dcps	262768	261071	288555	287204	251268	292981	260174	260197	243620	285277	269227	262352
Dct	934717	839845	855935	717815	1.66E+06	1.80E+06	1.60E+06	1.51E+06	53869	23887.3	29602	28413.9
Dctd	13614.9	19936.7	17910	14538.1	9900.87	9950.51	10297.3	23273.3	16279.5	14206.4	12519.5	10750.9
Dctn1	158461	157655	163865	167290	167845	175815	160369	163299	163729	165622	154349	177425
Dctn2	293768	344266	328782	344134	347889	378466	384422	428214	362728	348174	343626	362658
Dctn3	147322	163182	175712	172178	179927	208372	175773	195892	224089	197322	202255	175260
Dctn4	112817	119010	116699	118634	109298	127730	125292	122421	109627	107356	104743	122999
Dctn5	54202.3	52214.4	61257.1	60891.7	78992.1	58077.9	53626	63215.4	79402.8	61667.3	68086.6	47793.8
Dctn6	35301.9	41601.8	42673.8	34870.2	58496.6	49037	51458.1	52925.1	43210	36483.9	38451.3	41957.5
Dctpp1	20750.9	23315.5	19922.2	20193.5	19221.3	30696.9	29567.9	32923.9	21621	21401.5	23971.9	19961.4
Dcun1d1	47277.1	45286.9	53814.5	53109.9	47828.3	61595.7	48045.3	46078.1	49896	48806.3	53018.5	56262.3
Dcun1d1;Dcun1d2	5404.5	3288	4029.84	6170.71	8985.05	4972.1	4059.3	3726.95	6002.9	7145.17	7312.29	6845.99
Dcun1d2	15893.6	18676.5	19833.8	16703.3	11605.4	12917.5	12521.1	9713.39	16747.1	18116.2	12915	19723.1
Dcun1d4			49899	39263.9	34099.7	37265.6		47934.6	38247.6	39795	36101.2	44385
Dcun1d4;Dcun1d5	38542.6	30554.5	31730.3	30371.3	23588.5	23673.7	33432.2	23666.6	26972.2	28767.3	34338.1	31408.4
Dcun1d5	51287	47221.3	52408.9	46888.5	43392.9	32665.2	41368.2	36236.9	36512.4	46231.9	43464.2	44158.8
Dcx	10247		12554.8	11311.9	9051.54	11660.7				13133.6	11035.2	
Dcxr	54552.7	59179.4	52699.3	42729.3	124788	145269	146155	152835	54683.2	70147.9	64540.6	69707.7
Dda1	106787	107444	115904	122528	118765	144350	135795	175238	163439	147023	138279	121750
Ddah1	108739	129343	115416	105905	55456.3	63996.2	71666.4	69798	151757	141389	143932	152625
Ddah2	35377.7	33199.6	34537.7	35030.4	18737	22139.1	23426.2	22837	26438.7	26661.4	27250.5	30891.8
Ddb1	177388	156042	169500	176514	191168	195034	155668	139424	183071	194247	194696	178434
Ddhd1	2732.32	3176.76	5364.31	3854.76			2364.98	8591.69	6920.06	7010.06	7001.14	2922.88
Ddhd2	31201.7	29396.7	31209.9	30929.5	27957.9	25229	22781.2	23430.8	26162.4	27902.7	27513.3	27576.6
Ddi1	41592.6	30027.4	42336	40166.2	21734.3	23412.2	23742.1	26942.6	33081.2	32446.6	33274.6	24801
Ddi2	38048.9	41507.2	36394.4	36977	29065.1	31222.5	35707.3	37854	30818.1	29260.6	32915.2	39368.6
Ddost	612575	594193	547950	569218	580932	543918	537319	467393	607721	546027	695082	689257
Ddr1	14837.5	12819.4	11319.3	11587.1	25228.1	25608.5	23000.8	25373.9				
Ddr2	90997.3	83670.5	78625	65199.3	172823	161890	159125	145859	37611.9	33517.6	44600.5	41685.1
Ddrgk1	37240.4	36495.2	35574.1	38605.8	37212.8	41030.4	34673.6	28964.4	27892.5	33759.8	31993.8	40099.7
Ddt	631368	709922	717140	687456	1.01E+06	1.22E+06	1.22E+06	1.27E+06	538507	559870	567623	564053
Ddx1	648056	627816	694615	698564	573135	655799	580786	601489	674081	618080	644316	541542
Ddx10	37716.5	40185.2	42236.5	43748.7	42110.8	39288.5	34882.9	37113	55672.5	55072.8	49422.5	55050.3
Ddx11	9355.8	5741.7	6107.7	5408.66	6080.17	1710.49	2973.32	4951.48	5922.82	5465.01	5279.78	3897.96
Ddx17	236843	248890	238376	236156	171089	198036	182091	183448	138497	141285	140342	152526
Ddx17;Ddx5	639325	604468	657896	673458	542247	605188	592594	608724	538170	539375	532322	508450
Ddx18	115832	115357	133813	132265	80301.3	79914.6	60626.9	68252	127335	127768	118281	112747
Ddx19a	376053	363716	395531	401875	333331	366121	341811	401322	344142	325555	335722	321065
Ddx19b	63724.8	72397.8	60170.8	69728.5	68190.3	70633.2	59977.6	48173.6	30234.8	27910.5	43119.8	72251
Ddx20	158591	144579	114783	128363	117306	134191	145405	134841	98421.1	122933	126061	167777
Ddx21	397013	426215	415365	443296	337625	361819	323163	310933	421582	432525	427823	448322
Ddx23	122844	124158	133191	129964	104297	120271	110681	107926	139977	129757	128418	125212
Ddx24	42371.9	38184.7	37047.2	38955.1	22590.9	27567.5	30681.7	28532.7	31399.6	32587.5	32629.3	41726.1
Ddx27	162654	169668	166498	176879	132697	141137	141943	140968	148219	153413	144759	153351
Ddx28	50356.2	50604.4	47763.6	53139	49180.2	48515.2	52197	53164.7	43363.4	44020.1	43568.6	56819.2
Ddx31	16876.5	17943.5	19609.5	21529.3	17747.2	13891.9	14863.3	13298.3	17765.6	15878.1	15373.8	18042.6
Ddx39a	284575	267562	327107	343303	240663	243964	214167	226389	276734	265519	272341	222034
Ddx39a;Ddx39b	1.40E+06	1.54E+06	1.61E+06	1.64E+06	1.46E+06	1.28E+06	1.13E+06	1.32E+06	1.41E+06	1.36E+06	1.35E+06	1.23E+06
Ddx39b	332255	317469	392092	407332	308153	307937	251867	262999	361867	337852	364598	257073
Ddx3x	792278	779466	765264	836858	591395	747598	825285	770216	817956	760843	649578	751234
Ddx3x;Ddx3y	1.17E+06	1.25E+06	1.29E+06	1.35E+06	1.18E+06	1.27E+06	1.32E+06	1.32E+06	1.27E+06	1.28E+06	1.27E+06	1.21E+06
Ddx3y	518411	478328	412895	374058	181474	333126	516778	475690	206651	258103	211496	382885
Ddx41	28931.3	28019.7	31016.2	32305.2	31899.9	34590	33336	34097.4	28559.2	30706.8	26693.1	29393.8
Ddx42	131527	139876	147071	144522	112789	124547	116403	121371	114500	117919	113157	112165
Ddx46	155936	160837	166636	173979	150049	160243	162848	160213	136137	136423	135100	139858
Ddx47	103818	114371	112686	109893	105081	110751	95774.9	92305.4	113095	115945	111172	116572
Ddx49	36830.2	26421.9	42269.4	36979.3	29872.2	23939.3	21085.8	17643.1	33983.3	35023.2	37292.8	35892.9
Ddx5	851647	911155	901997	898664	720808	848206	855182	857985	757188	802984	796756	771411
Ddx50	129639	147374	127334	132949	115640	105519	128641	102518	102860	116832	109300	123965
Ddx51	42370.1	54888.9	43770.6	44446.1	66679.9	52285.8	52389.7	54326.6	54895.9	58665	54817	58823.9
Ddx52	18525.7	19653.9	20515.8	21835.2	14625.6	17072.9	14361.5	17074	18881.7	20934.5	20702.5	23645.4
Ddx54	67587.6	69191.4	72045.7	69588.6	57435.2	62837.2	62762.4	64181	71128.8	73657	73472.3	76816.6
Ddx55	26632.7	26565.5	29468.4	31129.6	18794.1	19161.8	25946.8	21693.4	31181.8	30450.5	27376.3	32290.6
Ddx56	62335.1	59613.1	63519.4	62545.6	43052.3	41495.6	44514.2	40868.2	54575.4	62258.2	62574	61866.8
Ddx59	449624	486806	515761	483623	316787	344701	424649	398477	286122	374983	258655	422772
Ddx6	478293	464552	513529	523536	417023	432847	399640	365796	449912	468156	457694	463473
Decr1	127725	139099	146133	145547	183228	191316	181542	192231	207367	199552	183840	176933
Decr2	32337.6	44151.7	47233.5	45791.8	57341.9	44854.5		32621	75205.2	56534.9	61496.7	66342.5
Def6	21428.8	22779.3	22998.9	24031.5	21863.3	23227.8	20820.8	25740.2	23401.7	20130.7	22693	23445
Degs1	96284.9	91608.2	83304	93033.7	53760	61453.3	59378.4	50461.3	165090	95862.9	148277	93031.6
Dek	233986	262214	268516	281586	261680	308284	312960	298027	224851	238308	237817	245013
Dennd10	19034.2	19945.4	19254.2	19920.9	29820.1	25554	20313.9	23051.9	30043.1	30746.8	30374.5	29066.3
Dennd1b	13967.5	10895	9265.62	10018.4	6544.8		7084.45	13472.2	11156.3	13226.6	13069.9	13215.5
Dennd2a	9599.78	9105.29	7510.64	10930.4	9972.29	11846.9	10894.1	11277	9157.79	10981.1	12546.3	11537.6
Dennd4a	3098.59	3606.81	3634.89	3214.23	1667.42	3738.83	1296.7	4066.18	5879.89	7252.37	6889.11	6003.13
Dennd4c	16176.6	21305.2	20901.1	24800.8	17932.5	17912.6	13063	14375.6	17132.4	22960.8	23803.1	25596.8
Dennd5a	13107	16887.3	11880.5	11794	11657.5	5416.53	9989.63	17293.8	10019	10804.7	12374.9	10192.1
Dennd6a	15386.7	15329.4	14011.5	15694.1	10403.4	12209.7	12576.5	13806.3	14043.5	14563.6	13854.1	14872.8
Denr	121445	118227	152119	119757	109801	119196	106859	126678	142429	126775	125583	126708
Depdc1b	31671.3					27775.3	35175.6		17547	19166		26169.8
Depdc7	6710.69	5507.55	8848.78	6892.8	3241.47	2912.59	6271.99	3491.79	1461.83			709.486
Deptor	29677.7	32585.3	35859.5	39395.3	41435.4	46919.5	41300.4	41786	59621.4	53013.4	55705.8	49239.3
Dera	58085.4	59500.6	54434.5	56409.7	58832.4	62710	64274.4	56479.7	59592.4	55909.7	54142.8	61855.4
Derl1	119545	99302	98132.2	85663.4	107542	92168	86256.9	74355.7	137552	101466	137339	107868
Derpc	57090.1	62680.6	60452.3	46494.5	37501.5	37966.9	36616	34339.3	29978.7	23691.6	24680.8	24747.2
Desi1	31342.3	31857.3	30005.4	28293.7	26614.3	29482	28101.1	27829	30066.1	31046	36092.3	40794.6
Desi2		7850.89	6606.31	6943.02	2927.15	2089.43			3969.44	2769.36	3973.56	
Dffa	17915.1	20007	18774.2	19640.7	19857.1	19639.9	11026.4	14581.6	11625	16150.8	10329.2	13181.3
Dgcr2	4483.29		2320.53	4965.88	3653.78	4581.84	7337.35	8604.36			4087	
Dgcr8	59365.7	54933.1	64345.4	54003.6	38114.7	46839.7	49992.3	43931.5	27718.6	27328.1	29339.8	41417.1
Dgkd	20724	21916.5	17207.9	10780.6	18008	17621.6	19447.2	21215.6	10584.7	13443.9	13358.4	17615.3
Dgke	31433.5	26703.3	30255	22893	18506	19619.8	20647	19499.8	16331.1	22911.9	28420.4	32069.7
Dgkh	8706.59	8212.9	7026.42	6641.72	4238.65	5248.78	5820.17	3919.46	6408.15	6725.34	7624.34	9012.23
